stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"36453","36453","Gateway Church Of Christ/Raglan Pde","-38.38364634","142.51463493","","","0","Level 0",""
"36455","36455","Glynbeudy St/Raglan Pde","-38.38379586","142.52488892","","","0","Level 0",""
"36457","36457","Homemaker Centre/Raglan Pde","-38.38479239","142.53187562","","","0","Level 0",""
"36458","36458","Gateway Plaza","-38.38389681","142.52211378","","","0","Level 0",""
"36463","36463","Henna St/Raglan Pde ","-38.37678288","142.48021167","","","0","Level 0",""
"36464","36464","Morris Rd/Raglan Pde","-38.36705837","142.46466604","","","0","Level 0",""
"36465","36465","Laverock Rd/Raglan Pde","-38.36913056","142.46817412","","","0","Level 0",""
"36466","36466","Botanic Rd/Raglan Pde","-38.37206711","142.47470569","","","0","Level 0",""
"36471","36471","Jamieson St/Canterbury Rd","-38.37640741","142.48378161","","","0","Level 0",""
"36475","36475","Crawley St Reserve/Crawley St ","-38.36815287","142.47665438","","","0","Level 0",""
"36476","36476","Price Pl/Crawley St","-38.36755176","142.47485020","","","0","Level 0",""
"36489","36489","Pecten Ave/Morriss Rd ","-38.36236560","142.46487941","","","0","Level 0",""
"36492","36492","Rutledge St/Raglan Pde","-38.36470696","142.46069522","","","0","Level 0",""
"36495","36495","Warrnambool Station/Merri St","-38.38510954","142.47568781","","","0","Level 0",""
"36497","36497","McMeekin Rd/Albert St","-38.37315937","142.46128720","","","0","Level 0",""
"36499","36499","Russell St/Drummond St ","-38.35646233","142.44644574","","","0","Level 0",""
"36500","36500","Rooneys Rd/Raglan Pde ","-38.36212210","142.45628176","","","0","Level 0",""
"36503","36503","CFA District Workshop/McMeekin Rd","-38.37398666","142.45986261","","","0","Level 0",""
"36504","36504","Archie Graham Centre/Timor St","-38.38615640","142.48413529","","","0","Level 0",""
"36505","36505","Olde Maritime Motor Inn/Banyan St","-38.38798584","142.48370091","","","0","Level 0",""
"36506","36506","Beach Kiosk/Pertobe Rd ","-38.39284456","142.48148708","","","0","Level 0",""
"36507","36507","Port Warrnambool Village/Pertobe Rd","-38.39599407","142.47326874","","","0","Level 0",""
"36508","36508","Edina St/Stanley St ","-38.39481300","142.46997820","","","0","Level 0",""
"36509","36509","Elliot St/MacDonald St","-38.39189552","142.46929095","","","0","Level 0",""
"36510","36510","Anderson St/Harris St","-38.38881252","142.47037622","","","0","Level 0",""
"36511","36511","Wellington St/Merrivale Dr","-38.38341052","142.46762463","","","0","Level 0",""
"36515","36515","Landmann St/Merrivale Dr","-38.37867365","142.45694916","","","0","Level 0",""
"36516","36516","Merrivale Reserve/Merrivale Dr","-38.37705941","142.45411013","","","0","Level 0",""
"36517","36517","Granter St/Mcmeekin Rd","-38.37469050","142.45572299","","","0","Level 0",""
"36520","36520","Warrnambool Bowls Club/Timor St","-38.38723040","142.48652843","","","0","Level 0",""
"36521","36521","Foster St/Timor St","-38.38925549","142.49093353","","","0","Level 0",""
"36523","36523","Warrnambool East PS/Nicholson St","-38.38869280","142.49877228","","","0","Level 0",""
"36524","36524","Belmore Rd/Gladstone St","-38.39275460","142.50509974","","","0","Level 0",""
"36525","36525","Marfell Rd/Gladstone St","-38.39577473","142.50541589","","","0","Level 0",""
"36526","36526","Hopkins Rd/Marfell Rd","-38.39642934","142.50815610","","","0","Level 0",""
"36527","36527","Belmore Rd/Gladstone St","-38.39279426","142.50495997","","","0","Level 0",""
"36529","36529","EJ King Park/Simpson St","-38.38955571","142.51091650","","","0","Level 0",""
"36532","36532","Turn In Motel/Simpson St","-38.38698677","142.51132735","","","0","Level 0",""
"36538","36538","Turn In Motel/Simpson St","-38.38708187","142.51145877","","","0","Level 0",""
"36539","36539","Warrnambool East PS/Nicholson St","-38.38878927","142.49940707","","","0","Level 0",""
"36542","36542","Walsh Rd/Raglan Pde","-38.36407468","142.45879027","","","0","Level 0",""
"36543","36543","Brauer College/Caramut Rd","-38.35921003","142.46037583","","","0","Level 0",""
"36544","36544","Hood St/Raglan Pde","-38.35815717","142.44209608","","","0","Level 0",""
"36548","36548","Anne St/High St","-38.30282729","142.37372805","","","0","Level 0",""
"36550","36550","Port Fairy Visitor Centre/Bank St","-38.38351853","142.23888760","","","0","Level 0",""
"36551","36551","Killarney Shop/Koroit-Port Fairy Rd","-38.33779489","142.32318111","","","0","Level 0",""
"36552","36552","Port Fairy Rd/Port Fairy Rd","-38.31348966","142.32905521","","","0","Level 0",""
"36555","36555","Hood St/Raglan Pde","-38.35818323","142.44207157","","","0","Level 0",""
"36578","36578","Deakin University/Cafeteria Lane","-38.39120583","142.53827732","","","0","Level 0",""
"36580","36580","Skenes Creek Valley Rd/Great Ocean Rd","-38.72459802","143.71031548","","","0","Level 0",""
"36584","36584","Polwarth St/Wallace St","-38.34183836","143.59783216","","","0","Level 0",""
"36586","36586","Baronga Motor Inn/Murray St","-38.33832572","143.59537734","","","0","Level 0",""
"36587","36587","Colac East Kindergarten/Polwarth St","-38.33580031","143.59620479","","","0","Level 0",""
"36588","36588","Church St/Chapel St","-38.33469874","143.59890985","","","0","Level 0",""
"36589","36589","Colac Showground/Bruce St","-38.33527185","143.60313777","","","0","Level 0",""
"36590","36590","Pell Ct/Murray St","-38.33683452","143.60141770","","","0","Level 0",""
"36592","36592","Colac Tennis and Croquet Club/Church St","-38.33821581","143.60027793","","","0","Level 0",""
"36593","36593","Telstra Tower/Queen St","-38.34337229","143.59233836","","","0","Level 0",""
"36594","36594","Wheal St/Queen St","-38.34787020","143.59149819","","","0","Level 0",""
"36595","36595","Wheal St/Stewart St","-38.34725223","143.58945667","","","0","Level 0",""
"36596","36596","Colac Hospital/Miller St ","-38.34191523","143.58314153","","","0","Level 0",""
"36597","36597","Jennings St/Cants Rd","-38.33891263","143.56917969","","","0","Level 0",""
"36598","36598","Wynne St/Sinclair St","-38.33492161","143.57225032","","","0","Level 0",""
"36599","36599","Sears Ct/Sinclair St","-38.33135549","143.57291030","","","0","Level 0",""
"36600","36600","Walls Ct/Donaldson St","-38.33044478","143.57195825","","","0","Level 0",""
"36601","36601","Moore St/Bilson St","-38.33269548","143.56852393","","","0","Level 0",""
"36602","36602","Alexander St/Moore St","-38.33341966","143.57325901","","","0","Level 0",""
"36603","36603","Wynne St/McDonald St","-38.33489256","143.57587733","","","0","Level 0",""
"36604","36604","Colac West Primary School/Ligar St","-38.33583796","143.57832616","","","0","Level 0",""
"36605","36605","Colac Bus Interchange/Gellibrand St","-38.33934721","143.58713980","","","0","Level 0",""
"36606","36606","Farrells Rd/Bullock Swamp Rd","-38.24935321","143.55735994","","","0","Level 0",""
"36611","36611","Highview Christian College/Kars St","-37.05257235","143.73606952","","","0","Level 0",""
"36614","36614","George Cook Rd/Ballarat - Maryborough Rd","-37.09372730","143.72677855","","","0","Level 0",""
"36617","36617","Old Ballarat Rd/Ballarat - Maryborough Rd","-37.19697780","143.70382731","","","0","Level 0",""
"36618","36618","Butcher/Clunes - Campbelltown Rd","-37.29410046","143.78709356","","","0","Level 0",""
"36619","36619","Clunes IGA/Clunes - Campbelltown Rd","-37.29434529","143.78715080","","","0","Level 0",""
"36628","36628","Old Echuca Post Office/Hare St","-36.12585326","144.74912739","","","0","Level 0",""
"36629","36629","Masonic Hall/High St","-36.12788071","144.74813617","","","0","Level 0",""
"36630","36630","Pakenham St/High St","-36.12829741","144.74824648","","","0","Level 0",""
"36631","36631","Echuca Cinema/High St","-36.13010814","144.74867251","","","0","Level 0",""
"36632","36632","Darling St/High St","-36.13093274","144.74890450","","","0","Level 0",""
"36633","36633","Echuca Regional Health/Leichardt St","-36.13724266","144.74844639","","","0","Level 0",""
"36634","36634","Haverfield St/Leichardt St","-36.13759893","144.74630269","","","0","Level 0",""
"36635","36635","Medical Centre/Hopwood St","-36.14009405","144.74813152","","","0","Level 0",""
"36636","36636","Echuca South Recreation Res/High St","-36.14210904","144.75175221","","","0","Level 0",""
"36637","36637","McKenzie St/Stokes St","-36.14506969","144.74574439","","","0","Level 0",""
"36638","36638","Randell Ct/McKenzie St","-36.14166445","144.74297480","","","0","Level 0",""
"36639","36639","Ogilvie St/Campaspe Esp","-36.13980675","144.73958320","","","0","Level 0",""
"36640","36640","McSwain Rd/Northern Hwy","-36.14563520","144.72988078","","","0","Level 0",""
"36642","36642","Northern Hwy/Rose St","-36.14418949","144.73064480","","","0","Level 0",""
"36643","36643","Crossenvale SC/Dobinson St","-36.14120285","144.73380904","","","0","Level 0",""
"36644","36644","Pevensey Pl/Elizabeth St","-36.13689758","144.73159940","","","0","Level 0",""
"36645","36645","Crossen St/Elizabeth St","-36.13691686","144.73452129","","","0","Level 0",""
"36646","36646","Campaspe Esp/Elizabeth St","-36.13690129","144.73751085","","","0","Level 0",""
"36647","36647","Randell Ct/McKenzie St","-36.14129509","144.74298538","","","0","Level 0",""
"36648","36648","Martin St/McKenzie St","-36.14394889","144.74366501","","","0","Level 0",""
"36649","36649","Haverfield St/Minor St","-36.14409835","144.74777253","","","0","Level 0",""
"36650","36650","High St/Minor St","-36.14357963","144.75086565","","","0","Level 0",""
"36651","36651","Ash St/High St","-36.14132532","144.75129674","","","0","Level 0",""
"36652","36652","Glanville Village/Haverfield St","-36.13900283","144.74618473","","","0","Level 0",""
"36653","36653","Haverfield St/Leichardt St","-36.13747134","144.74622855","","","0","Level 0",""
"36654","36654","Echuca Regional Health/Leichardt St","-36.13710816","144.74848357","","","0","Level 0",""
"36655","36655","Echuca Primary School/High St","-36.12814658","144.74789525","","","0","Level 0",""
"36656","36656","Sturt St/Pakenham St","-36.12781535","144.75329341","","","0","Level 0",""
"36657","36657","Hovell St/Pakenham St","-36.12755945","144.75598949","","","0","Level 0",""
"36658","36658","Pakenham St/Goulburn Rd","-36.12801652","144.76210961","","","0","Level 0",""
"36659","36659","Bowen St/Goulburn Rd","-36.12870282","144.76459006","","","0","Level 0",""
"36660","36660","Bowen St/Darling St","-36.12914746","144.76426634","","","0","Level 0",""
"36661","36661","Sutton St/Darling St","-36.12948632","144.76021233","","","0","Level 0",""
"36662","36662","Mckinlay St/Mitchell St","-36.13130528","144.75867172","","","0","Level 0",""
"36663","36663","Barry St/McKinlay St","-36.13128549","144.76195009","","","0","Level 0",""
"36664","36664","Eyre St/Stawell St","-36.13291480","144.76328163","","","0","Level 0",""
"36665","36665","Echuca East Primary School/Eyre St","-36.13362379","144.76070584","","","0","Level 0",""
"36666","36666","Echuca East Reserve/Sutton St","-36.13756855","144.76101596","","","0","Level 0",""
"36667","36667","Federal St/Bowen St","-36.13900546","144.76507556","","","0","Level 0",""
"36668","36668","Service St/Bowen St","-36.13707591","144.76504141","","","0","Level 0",""
"36669","36669","Leichardt St/Bowen St","-36.13562361","144.76498261","","","0","Level 0",""
"36670","36670","Echuca East Pre School/Stawell St","-36.13451983","144.76331384","","","0","Level 0",""
"36671","36671","Eyre St/Mitchell St","-36.13433197","144.75905230","","","0","Level 0",""
"36672","36672","Service St/Mitchell St","-36.13696081","144.75936643","","","0","Level 0",""
"36673","36673","Hume St/Leichardt St","-36.13606912","144.75651382","","","0","Level 0",""
"36674","36674","Eyre St/Hume St","-36.13435542","144.75597371","","","0","Level 0",""
"36675","36675","McKinlay St/Hume St","-36.13140981","144.75559094","","","0","Level 0",""
"36676","36676","Pakenham St/Hume St","-36.12827438","144.75518027","","","0","Level 0",""
"36677","36677","Moama Bowling Club/Shaw St","-36.11495417","144.75817022","","","0","Level 0",""
"36678","36678","Moama Public School/Simms St","-36.11450497","144.76210441","","","0","Level 0",""
"36679","36679","Dorward St/Simms St","-36.11481724","144.76482834","","","0","Level 0",""
"36680","36680","Murray St/Chanter St","-36.11426677","144.76624366","","","0","Level 0",""
"36681","36681","Maidens Inn Holiday Park/Chanter St","-36.11532670","144.77378996","","","0","Level 0",""
"36682","36682","Moama Holiday Villas/Chanter St","-36.11430239","144.76525396","","","0","Level 0",""
"36683","36683","War St/Chanter St","-36.11406211","144.76300569","","","0","Level 0",""
"36684","36684","Echuca St/Francis St","-36.11158408","144.75918805","","","0","Level 0",""
"36685","36685","Francis St/Echuca St","-36.11041992","144.76007647","","","0","Level 0",""
"36686","36686","Moama Community Centre/Martin St","-36.10876399","144.76117877","","","0","Level 0",""
"36687","36687","Martin St/Maiden St","-36.10913310","144.76019078","","","0","Level 0",""
"36688","36688","Fire Station/Francis St","-36.10982127","144.75794959","","","0","Level 0",""
"36689","36689","Corner Store/Francis St","-36.10815858","144.75676389","","","0","Level 0",""
"36690","36690","Martin St/Popplewell St","-36.10652193","144.75937633","","","0","Level 0",""
"36691","36691","Olivia Dr/Jacana Ave","-36.10386078","144.75926311","","","0","Level 0",""
"36692","36692","Playground/Nile St","-36.10077478","144.75619642","","","0","Level 0",""
"36693","36693","Callander Ct/Glencoe Bvd","-36.09991909","144.76393998","","","0","Level 0",""
"36694","36694","The Mews/Nicholas Dr","-36.10126513","144.76313544","","","0","Level 0",""
"36695","36695","Aberdeen Way/Shetland Dr ","-36.09845776","144.75520721","","","0","Level 0",""
"36696","36696","Oban Ct/Aberdeen Way ","-36.09639104","144.75458854","","","0","Level 0",""
"36698","36698","Kulgoa Ave/Hillview Ave","-36.10260074","144.75695530","","","0","Level 0",""
"36700","36700","JB Hickey Park/Lawson Dr","-36.10326114","144.75515936","","","0","Level 0",""
"36701","36701","Carlyon Ct/Lawson Dr","-36.10463111","144.75515368","","","0","Level 0",""
"36702","36702","Lawson Dr/Francis St","-36.10669158","144.75543937","","","0","Level 0",""
"36703","36703","Ash Ct/Regent St","-36.10792153","144.75421581","","","0","Level 0",""
"36704","36704","Maiden St/Meninya St","-36.11179543","144.75507191","","","0","Level 0",""
"36705","36705","Blair St/Meninya St","-36.11407005","144.75668456","","","0","Level 0",""
"36716","36716","Mill St/McLennan St","-36.39410508","145.36133094","","","0","Level 0",""
"36717","36717","Mill St/McLennan St","-36.39457093","145.36112046","","","0","Level 0",""
"36719","36719","Barbara Ct/Graeme St","-36.38942283","145.35122782","","","0","Level 0",""
"36720","36720","13 Rodney Park Ave","-36.38844366","145.35016706","","","0","Level 0",""
"36721","36721","Rodney Park Village/30 Knight St","-36.38736457","145.35035709","","","0","Level 0",""
"36722","36722","Jehovahs Witness Kingdom Hall/Knight St","-36.38764036","145.35466586","","","0","Level 0",""
"36723","36723","Treacy St/O'Brien St","-36.38645352","145.35619594","","","0","Level 0",""
"36724","36724","EDP Australia/O'Brien St","-36.38881192","145.35791897","","","0","Level 0",""
"36725","36725","EDP Australia/Anselmi St","-36.38956736","145.35779159","","","0","Level 0",""
"36726","36726","36 Northgate St","-36.39056578","145.35697899","","","0","Level 0",""
"36727","36727","Alexandra St/Northgate St","-36.39251003","145.35742865","","","0","Level 0",""
"36728","36728","Hall St/Toolamba Rd","-36.39803045","145.35442452","","","0","Level 0",""
"36730","36730","John St/Daisy St","-36.39886891","145.34790614","","","0","Level 0",""
"36731","36731","Albert St/Daisy St","-36.39922307","145.34549015","","","0","Level 0",""
"36732","36732","Hall St/William St","-36.39856176","145.34395426","","","0","Level 0",""
"36733","36733","32 Emma St","-36.39673656","145.35080572","","","0","Level 0",""
"36734","36734","6 Emma St","-36.39643190","145.35289722","","","0","Level 0",""
"36735","36735","Rodney Neighbourhood Kindergarten/McLennan St","-36.39500106","145.35503474","","","0","Level 0",""
"36736","36736","Grant St/McKean St","-36.38755093","145.35864787","","","0","Level 0",""
"36737","36737","Bennett Ct/Anderson St","-36.37706945","145.34768743","","","0","Level 0",""
"36743","36743","Friend St/Gange St","-36.37696897","145.34563846","","","0","Level 0",""
"36744","36744","Gange St","-36.37698994","145.34389904","","","0","Level 0",""
"36745","36745","Maciassic Rd/Gange St","-36.37883725","145.34255560","","","0","Level 0",""
"36746","36746","Anderson St/MacIsaac Rd","-36.37903184","145.34879411","","","0","Level 0",""
"36747","36747","Echuca Rd/Carr Cres","-36.38084697","145.35294732","","","0","Level 0",""
"36748","36748","Ross St/Carr Cres","-36.38034718","145.35461888","","","0","Level 0",""
"36749","36749","Carr Cres/Rosalind St","-36.38134947","145.35474269","","","0","Level 0",""
"36750","36750","Agnew St/McKean St","-36.38491763","145.35725394","","","0","Level 0",""
"36752","36752","Jennings St/Elizabeth St","-36.38903210","145.36016645","","","0","Level 0",""
"36753","36753","Mooroopna PS/Ann St","-36.39087369","145.36036190","","","0","Level 0",""
"36754","36754","Northgate St/McLennan St","-36.39475466","145.35677931","","","0","Level 0",""
"36755","36755","Elizabeth St/McLennan St","-36.39194657","145.36563535","","","0","Level 0",""
"36757","36757","Shepparton Bus Interchange/Maude St","-36.38387008","145.40027508","","","0","Level 0","Bay 2"
"36758","36758","Shepparton Bus Interchange/Maude St","-36.38401427","145.40027213","","","0","Level 0","Bay 3"
"36759","36759","Shepparton Bus Interchange/Maude St","-36.38414915","145.40024707","","","0","Level 0","Bay 4"
"36760","36760","Shepparton Bus Interchange/Maude St","-36.38422772","145.40005593","","","0","Level 0","Bay 5"
"36762","36762","Swallow St/Archer St","-36.38867240","145.41158216","","","0","Level 0",""
"36765","36765","Hare St/Hayes St","-36.38860531","145.40384609","","","0","Level 0",""
"36773","36773","Furphy Ave/Vickers St","-36.41863392","145.38456099","","","0","Level 0",""
"36780","36780","Vision Australia/Channel Rd","-36.40503762","145.41054651","","","0","Level 0",""
"36781","36781","Hastings Ave/Wimmera Dr","-36.40575706","145.40636118","","","0","Level 0",""
"36783","36783","Ashton Rd/Colliver Rd","-36.39939876","145.40072619","","","0","Level 0",""
"36784","36784","Wilmot Rd/Sanderson St","-36.39709337","145.40089609","","","0","Level 0",""
"36785","36785","Burwood Ave/Sanderson St","-36.39425325","145.40152292","","","0","Level 0",""
"36790","36790","Kirsten St/Guthrie St","-36.39966753","145.39254728","","","0","Level 0",""
"36792","36792","Wilmot Rd/Community St","-36.39776425","145.39714697","","","0","Level 0",""
"36794","36794","South Shepparton Community House/Service St","-36.40002639","145.39912993","","","0","Level 0",""
"36803","36803","MacIntosh St/St Georges Rd","-36.39294007","145.40578669","","","0","Level 0",""
"36804","36804","St Andrews Rd/St Georges Rd","-36.39137573","145.40609737","","","0","Level 0",""
"36805","36805","Guthrie Street Primary School/Abernethy St","-36.39751702","145.39149885","","","0","Level 0",""
"36806","36806","St Georges Road Primary School/St Georges Rd","-36.38931722","145.40652963","","","0","Level 0",""
"36809","36809","Wilson Park/Callister St","-36.39383559","145.41482204","","","0","Level 0",""
"36813","36813","Middlesex Cres/Yorkshire Cres","-36.40078899","145.41236143","","","0","Level 0",""
"36814","36814","Hampshire Cres/Westmorland Cres","-36.40187687","145.41146952","","","0","Level 0",""
"36820","36820","Davis Ct/Archer St","-36.39721276","145.40983617","","","0","Level 0",""
"36821","36821","MacIntosh St/Archer St","-36.39456079","145.41038079","","","0","Level 0",""
"36829","36829","Newton St/Cameron Ave","-36.35846108","145.39776398","","","0","Level 0",""
"36832","36832","Furze Ave/Newton St","-36.36197522","145.39832721","","","0","Level 0",""
"36843","36843","McCormack Ave/Clive St","-36.37347197","145.41141202","","","0","Level 0",""
"36852","36852","Goulburn Valley Health/Graham St","-36.36254759","145.40472403","","","0","Level 0",""
"36853","36853","Malcolm Cres/Halpin Cres","-36.36321499","145.40137793","","","0","Level 0",""
"36855","36855","Newton St/Malcolm Cres","-36.35931896","145.39854882","","","0","Level 0",""
"36857","36857","Fraser St/Wyndham St","-36.37966205","145.39972587","","","0","Level 0",""
"36865","36865","O'Connell Ct/Olympic Ave","-36.35944554","145.38585223","","","0","Level 0",""
"36867","36867","Jones Ct/Olympic Ave","-36.36047758","145.39219471","","","0","Level 0",""
"36875","36875","Gowrie St/Regent St","-36.36914492","145.39521532","","","0","Level 0",""
"36877","36877","Marnoo St/The Boulevard","-36.36941984","145.39353773","","","0","Level 0",""
"36879","36879","Erskine St/Knight St","-36.37337051","145.39639925","","","0","Level 0",""
"36884","36884","Caltex Service Station/Waverley Ave","-36.37183393","145.13190417","","","0","Level 0",""
"3689","3689","Lauderdale Rd/Princes Hwy","-38.02663255","145.30986380","","","0","Level 0",""
"36890","36890","Morgan Cres/Station St","-36.39693605","144.98064986","","","0","Level 0",""
"36894","36894","Colbinabbin General Store/Mitchell St","-36.59037797","144.79617178","","","0","Level 0",""
"36895","36895","Colbinabbin General Store/Mitchell St","-36.59022338","144.79609794","","","0","Level 0",""
"36899","36899","Murphy St/Campbell St","-37.27529513","142.94161424","","","0","Level 0",""
"36900","36900","Campbell St/Smith St","-37.27453459","142.94307541","","","0","Level 0",""
"36901","36901","Stevens Cres/Smith St","-37.27699534","142.94600924","","","0","Level 0",""
"36902","36902","Grano St/Smith St","-37.27908347","142.94727235","","","0","Level 0",""
"36903","36903","Ararat Retirement Village/54 McGibbony St","-37.28835945","142.94012231","","","0","Level 0",""
"36904","36904","Barkly St/Ingor St","-37.28406995","142.92829052","","","0","Level 0",""
"36905","36905","Ararat Hospital/Girdlestone St","-37.27945030","142.93277836","","","0","Level 0",""
"3691","3691","Verdun Dr/Princes Hwy","-38.02729481","145.31519185","","","0","Level 0",""
"36912","36912","Olivers Gully Reservoir/Tobin St","-37.29071870","142.92178707","","","0","Level 0",""
"36914","36914","Webb St/Churchill Ave","-37.29358591","142.92238746","","","0","Level 0",""
"36915","36915","41 Churchill Ave ","-37.29397409","142.92711321","","","0","",""
"36916","36916","Churchill Ave/Queen St","-37.29323167","142.93275690","","","0","Level 0",""
"36917","36917","Tatyoon Rd/Marx Cres","-37.29336673","142.93458742","","","0","Level 0",""
"36918","36918","Centenary Park/Marx Cres","-37.29283711","142.93778419","","","0","Level 0",""
"36919","36919","Barkly St/George Rd","-37.28548234","142.92040165","","","0","Level 0",""
"36921","36921","McDonald St/George Rd","-37.27478107","142.92223136","","","0","Level 0",""
"36922","36922","Evans Park Dr/Lambert St ","-37.26580616","142.91848966","","","0","Level 0",""
"36923","36923","Melbourne Polytechnic Ararat/Grano St ","-37.27607897","142.95659811","","","0","Level 0",""
"36924","36924","Bendigo Station/Railway Pl","-36.76525398","144.28295640","","","0","Level 0","Bay 6"
"36925","36925","Swan Hill North Primary School/Chapman St","-35.33221047","143.54624758","","","0","Level 0",""
"36926","36926","Guardian Ct/Murlong St","-35.34490843","143.54344090","","","0","Level 0",""
"36927","36927","Swan Hill Primary School/Yana St","-35.34765939","143.54478641","","","0","Level 0",""
"36928","36928","Swan Hill Specialist School/Yana St","-35.35008103","143.54438618","","","0","Level 0",""
"36929","36929","Swan Hill College/High St","-35.33528614","143.55391353","","","0","Level 0",""
"36930","36930","Cobham Ave/Wattie St","-35.35654053","143.55978573","","","0","Level 0",""
"36931","36931","Swan Hill Primary School/Yana St","-35.34719774","143.54439914","","","0","Level 0",""
"36932","36932","Swan Hill Hospital/High St","-35.34028075","143.55557086","","","0","Level 0",""
"36934","36934","Court House/Curlewis St","-35.33932741","143.56101124","","","0","Level 0",""
"36935","36935","Swan Hill Regional Library/Campbell St","-35.33582274","143.55850956","","","0","Level 0",""
"36936","36936","Feldtmann Park/Naretha St","-35.33419595","143.56055807","","","0","Level 0",""
"36937","36937","Parnee St/Palaroo St","-35.33252748","143.55956216","","","0","Level 0",""
"36938","36938","Melis Ct/Adams Rd","-35.32988107","143.55871774","","","0","Level 0",""
"36939","36939","Stradbroke Ave/Chapman St","-35.33296334","143.55177990","","","0","Level 0",""
"36940","36940","Mundle Ave/Mundara St","-35.33061265","143.55087917","","","0","Level 0",""
"36941","36941","Byrnes St/Thurla St","-35.32998180","143.54930053","","","0","Level 0",""
"36942","36942","Chapman Street Shops/Chapman St","-35.33244827","143.54731513","","","0","Level 0",""
"36943","36943","Comb St/Holloway Gr","-35.33266403","143.54225843","","","0","Level 0",""
"36944","36944","McPherson St/Douglas Ave","-35.33662990","143.54228725","","","0","Level 0",""
"36945","36945","Murlong St/Bruton Gr","-35.33931025","143.54399854","","","0","Level 0",""
"36946","36946","Logan Street Corner Store/Prtichard St","-35.33715267","143.54512427","","","0","Level 0",""
"36947","36947","Pye St/Dunstone St","-35.33530018","143.54714970","","","0","Level 0",""
"36948","36948","Stradbroke Ave/Pye St","-35.33534830","143.55104064","","","0","Level 0",""
"36949","36949","MacKillop College/McCrae St","-35.34116582","143.55753488","","","0","Level 0",""
"36950","36950","Campbell St/Rutherford St","-35.34281145","143.56025853","","","0","Level 0",""
"36951","36951","Campbell St/McCallum St","-35.33873189","143.56003572","","","0","Level 0",""
"36952","36952","McCallum St/Campbell St","-35.33944631","143.55980744","","","0","Level 0",""
"36953","36953","Anglican Church/McCallum St","-35.33945443","143.55629882","","","0","Level 0",""
"36954","36954","White St/Stradbroke Ave","-35.34079530","143.55118283","","","0","Level 0",""
"36955","36955","Rutherford St/Stradbroke Ave","-35.34368250","143.55067504","","","0","Level 0",""
"36956","36956","Cedar Ct/Rutherford St","-35.34374924","143.54607492","","","0","Level 0",""
"36957","36957","Wanera St/Gray St","-35.34670636","143.54769769","","","0","Level 0",""
"36958","36958","30 Burton St","-35.34881185","143.55136965","","","0","Level 0",""
"36959","36959","Horse Racing Track/Coronation Ave","-35.35083910","143.55419818","","","0","Level 0",""
"36960","36960","Swan Hill Memorial Park Cemetery/Coronation Ave","-35.35419875","143.55287833","","","0","Level 0",""
"36961","36961","Gillespie St/Marraboor St","-35.35281160","143.56459687","","","0","Level 0",""
"36962","36962","Art Gallery Pioneer Settlement/Marraboor St","-35.34965974","143.56435652","","","0","Level 0",""
"36963","36963","Swan Hill Basketball Stadium/Gray St","-35.34815955","143.55945960","","","0","Level 0",""
"36964","36964","Coronation Ave/Gray St","-35.34773865","143.55575986","","","0","Level 0",""
"36965","36965","Brown Street Shops/Brown St","-35.34669147","143.55253775","","","0","Level 0",""
"36966","36966","High St/Rutherford St","-35.34360057","143.55601269","","","0","Level 0",""
"36967","36967","Swan Hill Railway Station/Curlewis St","-35.34148972","143.56226127","","","0","Level 0",""
"36968","36968","110 Woorinen Rd","-35.33437475","143.53058369","","","0","Level 0",""
"36971","36971","Palmer Street/Station St","-35.29334716","143.45428890","","","0","Level 0",""
"36974","36974","General Store/Monash Ave","-35.18523595","143.34579963","","","0","Level 0",""
"36977","36977","Wood Wood General Store/Murray Valley Hwy","-35.10464819","143.34572056","","","0","Level 0",""
"36979","36979","Bridgekeepers Cottage/Murray St","-35.02998671","143.33631049","","","0","Level 0",""
"36981","36981","Mildura Baptist Church/Deakin Ave","-34.19537501","142.15055177","","","0","Level 0",""
"36982","36982","Burrows St/Deakin Ave","-34.19698257","142.14861682","","","0","Level 0",""
"36983","36983","Mildura Senior College/Deakin Ave","-34.19843478","142.14685332","","","0","Level 0",""
"36984","36984","Kalimna Dr/Deakin Ave","-34.19995671","142.14503155","","","0","Level 0",""
"36985","36985","Acacia Dr/Deakin Ave","-34.20278353","142.14159541","","","0","Level 0",""
"36986","36986","The Boulevard/Deakin Ave","-34.20410684","142.13999084","","","0","Level 0",""
"36987","36987","Eileen St/Deakin Ave","-34.20575784","142.13802046","","","0","Level 0",""
"36988","36988","Mildura Central SC/Fifteenth St","-34.20701034","142.13803509","","","0","Level 0",""
"36989","36989","Mildura Central SC/Fifteenth St","-34.20689825","142.13816079","","","0","Level 0",""
"36990","36990","San Mateo Ave/Fifteenth St","-34.21012382","142.14068537","","","0","Level 0",""
"36991","36991","761 Fifteenth St","-34.21257146","142.14358010","","","0","Level 0",""
"36992","36992","Etiwanda Ave/Fifteenth St","-34.21552832","142.14705288","","","0","Level 0",""
"36993","36993","Benetook Ave/Fifteenth St","-34.21955800","142.15191713","","","0","Level 0",""
"36994","36994","579 Fifteenth St","-34.22126037","142.15396620","","","0","Level 0",""
"36995","36995","Irymple Primary School/Fifteenth St","-34.22692236","142.16071096","","","0","Level 0",""
"36996","36996","Karadoc Ave/Fifteenth St","-34.23208340","142.16686719","","","0","Level 0",""
