route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"6-BM8-mjp-1","T0+WD08","4.T0.6-BM8-mjp-1.2.R","6-BM8-mjp-1.2.R","Echuca","1","","2"
"6-BNI-mjp-1","T0","1.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","10.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","11.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","12.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","13.T0.6-BNI-mjp-1.2.H","6-BNI-mjp-1.2.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","14.T0.6-BNI-mjp-1.2.H","6-BNI-mjp-1.2.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","15.T0.6-BNI-mjp-1.2.H","6-BNI-mjp-1.2.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","16.T0.6-BNI-mjp-1.3.H","6-BNI-mjp-1.3.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","2.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","3.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","4.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","5.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","6.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","7.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","8.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNI-mjp-1","T0","9.T0.6-BNI-mjp-1.1.H","6-BNI-mjp-1.1.H","Benalla West","0","","2"
"6-BNZ-mjp-1","T0","1.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","10.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","11.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","12.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","13.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","14.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","15.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","16.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","2.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","3.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","4.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","5.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","6.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","7.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
"6-BNZ-mjp-1","T0","8.T0.6-BNZ-mjp-1.1.H","6-BNZ-mjp-1.1.H","Benalla East","0","","2"
