route_id,service_id,trip_id,shape_id,trip_headsign,direction_id,block_id,wheelchair_accessible
"11-SK4-mjp-1","T0_1","17.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T2_1","17.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T3_1","17.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","UU","17.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","UZ","17.UZ.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","18.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T2_1","18.T2.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T3_1","18.T3.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","UU","18.UU.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","UZ","18.UZ.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","19.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","2.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","2.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","2.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","2.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","2.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T0_1","20.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","21.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","22.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","23.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","24.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","25.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","26.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","27.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","28.T0.11-SK4-mjp-1.2.R","11-SK4-mjp-1.2.R","Melbourne Airport","1","","1"
"11-SK4-mjp-1","T0_1","3.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","3.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","3.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","3.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","3.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T0_1","4.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","4.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","4.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","4.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","4.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T0_1","5.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","5.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","5.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","5.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","5.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T0_1","6.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","6.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","6.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","6.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","6.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T0_1","7.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","7.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","7.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","7.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","7.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T0_1","8.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","8.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","8.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","8.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","8.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T0_1","9.T0.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T2_1","9.T2.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","T3_1","9.T3.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UU","9.UU.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-SK4-mjp-1","UZ","9.UZ.11-SK4-mjp-1.1.H","11-SK4-mjp-1.1.H","Frankston","0","","1"
"11-Ska-mjp-1","T0_1","1.T0.11-Ska-mjp-1.1.H","11-Ska-mjp-1.1.H","Melbourne City","0","","1"
